Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
695,1,1,1,3,-999,3,1,3,-999,3,-999,3,-999,3,4,4,-999,2,-999,1,1,2,3,3,1,4,2,4,5,92,100,90,1,2,3,4,4,3,4,5,4,5,4,3,4,4,4,3,5,5,4,3,5,5,10,4,15,8,5,17,3,14,11,6,2,19,1,18,9,13,16,7,12,1,1,n/a,35,5,Economics,Service,n/a,NA,MEqLiaIrTrLToyqbmEWj,11,20,5,22,13,8,10,14,1,19,17,12,21,7,15,9,16,18,2,4,3,6,wDmKNbjb
278,1,1,1,5,-999,2,4,5,-999,5,-999,4,-999,4,3,3,-999,2,-999,4,1,2,3,4,4,1,2,4,1,20,84,51,3,2,1,1,5,1,1,1,3,5,1,4,4,5,1,5,1,5,1,2,4,5,19,18,10,7,12,8,9,17,15,11,6,5,4,1,3,16,13,14,2,2,1,-999,23,4,education,retail cashier,-999,NA,fFhXFckrTrxNsdbKpMXN,11,20,5,13,12,8,10,15,17,19,14,2,22,7,3,9,1,18,21,4,16,6,IGrNgFbi
365,1,1,1,5,-999,2,4,5,-999,5,-999,4,-999,3,2,4,-999,2,-999,5,1,3,3,3,3,2,1,5,1,49,71,92,3,2,1,1,5,1,1,1,5,5,1,3,5,4,1,5,1,5,3,4,3,5,13,11,14,9,2,10,6,18,15,17,19,1,5,7,16,4,3,8,12,2,1,-999,57,3,NA,data entry,-999,NA,nalKgrorTrHMScJjQYes,17,18,5,11,10,8,15,22,14,20,2,21,3,7,1,9,16,19,13,4,12,6,hsk1bUWA
405,1,1,1,4,-999,2,3,3,-999,4,-999,3,-999,3,4,4,-999,1,"I see it as concepts sometimes - if it's a mechanical object, otherwise, mostly verbal.",4,2,2,3,3,3,1,2,4,2,43,70,68,1,2,3,4,2,2,2,3,3,2,4,4,2,2,2,3,4,2,3,3,4,5,10,4,6,15,17,7,18,2,9,11,5,13,3,1,12,8,16,19,14,1,1,n/a,57,3,NA,unemployed in computer/digital electronics technology,no comments,NA,UUfzGmxrTrQsaECxQkDp,3,19,5,16,2,8,10,1,17,18,12,22,13,7,11,9,21,20,14,4,15,6,lAeE5wTL
623,1,1,1,4,-999,2,3,3,-999,3,-999,3,-999,3,2,2,-999,1,thought pop into my head,4,2,3,3,4,2,5,4,4,2,40,29,49,1,2,3,4,2,2,2,1,3,2,4,3,2,4,1,4,2,4,1,4,3,5,1,8,7,17,14,3,6,9,19,2,5,13,4,12,11,18,10,16,15,2,1,-999,60,2,NA,Retired,-999,NA,LGZbUrGrTrfjdhOgLtQr,3,18,5,1,11,8,10,22,21,20,15,17,14,7,16,9,12,19,2,4,13,6,TFWelN7f
376,1,1,1,3,-999,1,4,3,-999,4,-999,1,I do not have an inner dialog,4,1,1,"it's not in sounds in my brain, just the words",1,I do not have an inner monolog or dialog. thoughts do not need words,5,3,1,3,2,2,3,1,3,2,81,94,27,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,7,4,6,18,13,15,12,17,1,9,11,8,3,19,14,16,5,10,2,2,1,-999,58,5,"business, fine art",local government clerk,I do not think in words or pictures or any inner dialog,NA,nBUoojxrTrdfsGeJUoZe,2,20,5,13,12,8,11,14,16,19,15,17,21,7,1,9,22,18,10,4,3,6,fX6rWWkd
372,1,1,1,5,-999,1,4,5,-999,5,-999,4,-999,3,5,4,-999,2,-999,5,1,2,3,4,5,5,1,5,2,80,79,64,3,2,1,2,2,5,4,4,4,4,4,4,3,4,2,4,1,2,5,4,2,5,9,3,15,5,14,1,4,2,12,17,18,8,13,19,6,7,10,16,11,1,1,-999,50,5,history,luthier,-999,NA,JLhbLFurTrqmvZIJgEtm,17,20,5,2,12,8,10,22,13,18,16,1,14,7,15,9,21,19,3,4,11,6,NRFUWLZO
749,1,1,1,3,-999,1,2,3,-999,3,-999,2,-999,3,4,3,-999,2,-999,4,1,1,3,2,3,2,2,4,2,72,38,41,1,2,3,2,2,2,2,2,2,4,2,4,4,2,2,2,2,4,2,2,2,5,2,6,1,18,10,9,12,13,19,15,8,16,3,5,7,17,11,14,4,1,1,-999,52,7,economics,office clerk,"Task took 60 minutes, so the pay was extremely low. Please pay workers a reasonable wage. This was not fair.",NA,GhigtoBrTrHumFhmVpFZ,17,20,5,2,16,8,12,21,11,19,10,15,14,7,22,9,13,18,1,4,3,6,OE580Gi8
520,1,1,1,5,-999,2,4,3,-999,3,-999,3,-999,4,5,4,-999,2,-999,4,1,2,3,3,3,3,2,5,2,33,25,31,1,2,3,2,5,1,1,1,4,5,1,5,4,5,1,5,2,5,5,5,5,1,3,19,10,17,6,1,2,16,7,15,8,14,13,9,18,4,12,11,5,2,1,-999,47,4,Business Systems Technology,Transcriber,Enjoyed the tasks. They were fun and challenging. Best wishes with your research.,NA,WElbePJrTrSvRXYfdoOk,22,20,5,11,17,8,2,13,1,18,10,14,3,7,21,9,15,19,12,4,16,6,Ezm1v61p
410,1,1,1,3,-999,1,2,3,-999,3,-999,1,"I think in terms of broader concepts -- expressing concern about X; agreeing with convo partner about Y, and so on.",1,6,4,-999,1,"I picture things happening, such as someone coughing over a piece of dough.",5,3,1,3,2,1,5,1,4,1,8,77,64,2,3,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,5,2,1,1,5,18,19,1,14,9,7,4,17,2,16,5,6,8,11,3,15,13,10,12,2,1,-999,56,6,Communications (journalism),constituent relations coordinator,Thank you -- very interesting study!,NA,PBENNJhrTruGlJtTxpQK,14,19,5,3,21,8,16,2,11,18,13,10,15,7,22,9,1,20,17,4,12,6,UhCBWnbb
624,1,1,1,5,-999,1,4,3,-999,3,-999,3,-999,3,4,4,-999,2,-999,3,1,2,3,2,3,5,2,4,2,60,30,82,1,2,3,3,2,1,1,1,2,4,4,4,3,4,1,3,3,2,2,3,2,5,10,6,7,5,15,16,1,13,9,11,3,19,14,18,12,4,8,17,2,1,1,-999,39,1,NA,freelancer,-999,NA,OAABSMArTrhJfPhhWJsi,3,20,5,12,22,8,10,14,1,18,16,2,15,7,17,9,21,19,13,4,11,6,AZihdj82
410,1,1,1,3,-999,2,3,3,-999,3,-999,3,-999,3,4,2,-999,2,-999,2,2,2,3,4,4,2,2,4,2,83,93,82,2,3,1,4,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,1,8,2,19,14,15,9,11,12,3,6,7,17,5,10,16,4,13,18,1,1,-999,59,5,Business Administration,Computer tech,It helped my memory,NA,efbocPqrTrDkURDqcQDQ,1,20,5,13,11,8,15,21,14,18,22,3,17,7,2,9,10,19,16,4,12,6,zfMwhrdi
359,1,1,1,1,-999,1,1,2,-999,2,-999,2,-999,1,6,2,-999,2,-999,4,1,2,3,1,1,3,2,3,3,0,0,0,1,2,3,3,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,2,2,5,3,1,4,15,6,8,2,17,13,9,14,12,16,7,11,5,10,19,18,1,1,-999,28,5,Operations Research,Server,-999,NA,gMpgbKerTrzDtbpuypev,14,20,5,1,13,8,11,3,15,19,10,16,22,7,17,9,21,18,12,4,2,6,rdIExOr9
317,1,1,1,4,-999,2,3,4,-999,4,-999,3,-999,4,4,4,-999,2,-999,4,2,1,3,3,3,3,2,4,3,83,74,78,1,2,3,4,3,1,1,1,4,4,3,1,1,2,1,3,4,4,4,4,2,5,15,18,9,12,3,2,6,17,13,5,14,4,16,19,10,7,1,11,8,1,1,-999,39,5,Organizational Management,assistant manager,-999,NA,oUXAjvPrTrwFDfktfqIK,21,20,5,10,16,8,14,12,13,19,22,17,3,7,15,9,11,18,2,4,1,6,HPiIXyO1
810,1,1,1,3,-999,2,4,3,-999,4,-999,3,-999,4,2,4,-999,2,-999,4,1,2,3,4,3,4,2,4,2,79,50,79,2,1,3,3,4,1,2,1,4,4,3,5,4,5,1,4,4,2,4,5,4,5,19,8,12,9,14,10,17,18,4,16,11,15,2,7,3,5,6,13,1,1,1,-999,59,5,Computer science,Government worker,-999,NA,vagGjvprTrhkWMgESUYz,11,19,5,21,12,8,22,16,15,20,1,2,17,7,13,9,14,18,3,4,10,6,bj3SfFHq
383,1,1,1,5,-999,3,4,4,-999,5,-999,4,-999,4,4,4,-999,2,-999,4,2,3,3,5,3,6,2,4,3,30,9,40,2,3,1,2,5,2,2,4,5,5,1,5,5,4,1,5,1,5,4,5,4,5,10,13,15,6,4,19,18,14,2,8,3,16,9,5,7,12,1,11,17,2,1,-999,27,5,Information Technology,Database Admin,-999,NA,CUtWFbirTrPTQPQcZipl,15,19,5,12,13,8,22,3,1,18,11,10,2,7,21,9,16,20,14,4,17,6,yI870PhA
583,1,1,1,4,-999,2,3,4,-999,4,-999,3,-999,3,4,4,-999,2,-999,4,1,2,3,3,3,6,1,4,2,71,52,59,1,3,2,3,3,1,2,1,3,4,4,3,4,3,3,2,2,4,1,3,2,5,2,5,18,9,10,1,12,8,17,3,13,4,11,14,16,19,6,15,7,1,0,Samoan,55,4,Pre Liberal Arts,Unemployed,-999,NA,xXlEhhrrTroMjiKJeQhO,17,19,5,16,22,8,10,15,2,20,13,11,1,7,3,9,12,18,21,4,14,6,VxHNyXXR
462,1,1,1,3,-999,2,4,3,-999,4,-999,4,-999,4,2,4,-999,2,-999,5,1,1,3,3,3,5,2,4,2,88,88,89,3,2,1,2,4,5,2,4,5,5,2,5,5,5,5,5,2,5,5,4,5,5,9,14,11,13,7,16,10,19,1,2,3,12,18,8,6,5,15,17,4,1,1,-999,61,5,Economics,Software Development Manager,"Study is long and very tiring.  I felt that some of the sections, like the last, were exceedingly long for no reason other than to be long or reach the point of being exhausted. I think it would be a consideration to shorten these and still achieve the same objectives.",NA,tsGNMWkrTrmoXPwZVOXS,15,18,5,13,22,8,3,10,11,20,17,2,16,7,12,9,1,19,21,4,14,6,RlmJUu78
340,1,1,1,5,-999,1,4,3,-999,3,-999,3,-999,3,5,3,-999,2,-999,4,1,2,3,3,3,5,2,5,3,80,60,60,1,2,3,2,4,3,3,2,4,4,2,4,4,4,3,4,2,4,4,4,4,5,6,15,4,14,2,17,19,16,7,3,11,10,1,5,18,12,8,13,9,2,1,-999,67,3,NA,optician,-999,NA,abVwKFFrTrZdDcttqxzr,12,20,5,2,15,8,14,3,11,19,21,1,13,7,10,9,22,18,17,4,16,6,lcQfoynH
580,1,1,1,4,-999,2,4,3,-999,4,-999,4,-999,4,2,3,-999,2,-999,4,1,2,3,3,3,2,2,5,2,65,35,77,1,2,3,5,2,1,1,1,2,2,4,2,4,2,1,2,4,2,1,5,4,5,8,16,17,1,19,12,11,14,15,5,9,7,2,4,3,6,10,18,13,1,1,-999,47,5,Political Science,manufacturing,-999,NA,DiaRgjmrTroyomjNJFPZ,12,20,5,17,22,8,11,13,2,18,15,21,16,7,10,9,3,19,14,4,1,6,xMXJBD7Y
282,1,1,1,5,-999,2,5,3,-999,4,-999,3,-999,4,4,4,-999,2,-999,2,2,1,3,2,2,2,1,4,1,99,100,100,2,3,1,4,3,3,4,2,4,4,3,4,4,3,4,2,4,4,2,4,3,5,3,16,5,9,15,10,6,19,1,11,13,8,14,2,7,17,18,12,4,2,1,-999,70,2,NA,retired nurse,none,NA,TsIhNqarTrkkjMuBjjbA,16,19,5,12,15,8,14,13,17,18,2,10,3,7,1,9,22,20,21,4,11,6,3DHBLnqj
638,1,1,1,4,-999,3,4,4,-999,5,-999,4,-999,4,4,4,-999,2,-999,4,2,2,3,3,3,1,2,4,4,50,32,71,1,3,2,2,4,4,1,4,4,5,5,4,4,4,1,4,4,5,4,2,4,5,8,19,4,15,6,14,13,5,1,16,9,11,10,18,2,3,17,12,7,2,1,-999,34,2,NA,sales,none tysm,NA,OTYGgXsrTrjocagLcdzb,21,19,5,13,3,8,16,10,2,18,22,14,1,7,12,9,15,20,11,4,17,6,DuDDHkI9
311,1,1,1,5,-999,3,4,4,-999,3,-999,3,-999,2,4,4,-999,2,-999,5,1,2,3,4,4,1,3,4,2,72,30,71,3,1,2,1,4,2,3,2,3,5,1,4,4,5,3,4,1,5,4,3,4,5,5,3,7,12,16,15,8,4,14,17,9,10,11,1,18,6,2,13,19,1,1,-999,37,5,English,Editor,"Some of these questions are more difficult than I would have expected. I think in sentences, absolutely, and they are fully grammatical. I don't like to consider them like a dialogue and do consider them more like a monologue, but from some points of view, it can be seen either way since I also ask a lot of rhetorical questions. At times, it's less I'm ""hearing"" my thoughts and more that I am reading them, as I have a strong affinity for text. I prefer, instead of speaking aloud to myself, to write to myself instead.",NA,QnePxQgrTrXpqvbAaBbm,17,20,5,2,22,8,13,21,3,19,14,15,12,7,10,9,1,18,16,4,11,6,OHHIBcMJ
257,1,1,1,4,-999,1,5,4,-999,3,-999,3,-999,4,5,4,-999,2,-999,4,1,2,3,5,5,2,1,5,1,50,31,42,1,2,3,1,4,1,1,1,4,5,1,4,5,4,1,4,1,5,1,5,3,5,2,7,16,13,3,5,14,4,10,15,1,18,11,9,6,19,8,17,12,1,1,-999,48,3,NA,Designer/marketing,-999,NA,aJXEAhjrTraOtYAnGoyn,21,18,5,12,16,8,14,10,15,20,3,13,1,7,2,9,22,19,17,4,11,6,KPfJRNRo
288,1,1,1,5,-999,4,4,3,-999,3,-999,3,-999,3,4,2,-999,2,-999,2,3,2,3,5,4,2,4,3,2,30,42,30,1,2,3,2,4,4,4,4,3,4,2,4,4,4,3,4,2,4,4,4,4,5,17,16,5,15,3,7,9,2,12,6,11,14,10,4,19,13,18,1,8,2,1,na,49,5,human sevices,public health,-999,NA,GqHpKRErTrcHTOAODDWV,11,18,5,17,16,8,15,21,12,20,2,10,13,7,14,9,22,19,3,4,1,6,Ps3HVmAH
143,1,1,1,3,-999,2,4,5,-999,5,-999,3,-999,3,4,3,-999,2,-999,4,2,2,3,3,2,2,3,4,4,48,65,41,1,2,3,2,4,3,2,2,2,4,3,4,2,4,3,4,4,2,4,2,5,5,14,8,3,12,5,13,11,15,16,6,19,10,17,2,9,18,7,4,1,1,1,-999,29,6,mba,office worker,na,NA,aAQnkdErTrRlhPMvfGqk,15,20,5,16,12,8,13,21,14,19,17,11,10,7,1,9,2,18,3,4,22,6,pylKRwzb
281,1,1,1,5,-999,3,3,4,-999,4,-999,3,-999,3,5,4,-999,2,-999,3,1,2,3,3,3,5,2,4,2,33,48,72,1,2,3,2,4,3,3,2,4,3,4,4,4,4,4,3,4,3,4,4,3,5,1,16,8,14,6,3,5,11,2,9,17,19,12,13,15,10,4,7,18,1,1,-999,55,5,accounting,home inspector,-999,NA,YQJJNYJrTrMXTbiDgzTg,17,19,5,2,3,8,22,10,16,20,14,11,15,7,1,9,12,18,21,4,13,6,26Z3U4Qu
448,1,1,1,5,-999,2,4,3,-999,3,-999,3,-999,3,2,3,-999,2,-999,4,2,2,3,3,3,5,2,4,2,72,13,91,1,2,3,2,3,2,3,3,4,4,2,3,4,4,2,4,2,4,4,4,4,5,3,10,12,11,18,7,9,15,14,16,6,17,2,19,8,1,5,13,4,1,1,N/A,59,5,Earth Sciences,Administrative Staff,none,NA,GgQOYLrrTrVpkEreCaaa,14,18,5,2,16,8,17,10,3,19,13,11,22,7,12,9,21,20,15,4,1,6,qPOXJpNv
174,1,1,1,5,-999,1,4,3,-999,3,-999,3,-999,2,1,4,-999,2,-999,4,1,3,3,2,3,1,2,3,2,50,22,40,1,2,3,1,4,1,1,1,4,4,2,3,4,4,1,4,1,1,2,3,4,5,15,17,4,1,16,12,13,14,5,3,18,6,7,9,11,19,10,8,2,2,1,-999,46,5,nursing,cashier,none,NA,FJGeiQwrTraDEniXJRdC,10,20,5,3,22,8,17,11,21,18,12,1,16,7,14,9,13,19,15,4,2,6,GJMX4RUC
395,1,1,1,1,-999,1,2,3,-999,3,-999,3,-999,4,5,4,-999,2,-999,4,1,2,3,3,3,6,2,4,2,59,61,85,1,2,3,1,4,1,2,1,4,5,1,4,4,4,1,4,1,5,4,4,2,5,4,6,19,18,2,11,13,12,3,10,8,9,7,5,15,14,17,16,1,1,1,-999,43,5,sociology,maintenance,Seemed like it took more than 40 minutes. The pay was horrible for what was requested. I did not find the experiments brief as described in the instructions. They were tedious...not brief.,NA,PdjzLqurTrKnGcrRCXqU,12,20,5,2,3,8,1,21,13,18,14,15,17,7,10,9,22,19,11,4,16,6,mZqk099M
253,1,1,1,1,-999,1,2,4,-999,4,-999,3,-999,4,3,4,-999,2,-999,5,1,2,3,1,1,6,1,4,1,61,59,50,2,3,1,3,4,1,2,2,4,4,2,3,4,4,2,4,1,4,2,4,4,5,5,7,10,11,17,1,18,12,19,15,2,3,8,9,6,16,14,13,4,2,1,-999,60,7,Law,Administrator,-999,NA,ywyrYuxrTrYIkegRzVKy,1,19,5,10,12,8,2,11,16,20,3,22,21,7,14,9,17,18,13,4,15,6,0CxunTLR
216,1,1,1,4,-999,3,3,4,-999,4,-999,4,-999,4,4,4,-999,2,-999,3,2,2,3,3,3,2,2,4,2,100,97,97,1,2,3,4,3,4,5,4,4,5,5,4,4,4,4,5,4,5,4,4,4,1,7,3,9,17,12,10,16,15,8,6,5,4,18,14,13,11,19,2,1,1,1,-999,29,2,NA,Arborist,Pay people fairly. This was grossly underpaid.,NA,JWysTBTrTrSslbibwChW,16,20,5,11,10,8,12,13,22,19,2,21,1,7,3,9,15,18,17,4,14,6,XWkUpOyp
391,1,1,1,4,-999,3,4,4,-999,3,-999,3,-999,1,3,4,-999,2,-999,3,1,2,3,5,4,5,2,4,3,83,89,88,1,3,2,4,5,4,5,4,5,4,5,4,5,5,4,5,4,3,5,4,4,5,8,19,1,4,11,15,13,14,17,3,5,12,7,2,10,6,18,16,9,1,1,-999,43,6,Education,Teacher,-999,NA,nXKXhjerTrGzVmFAoIEa,14,19,5,21,15,8,2,1,11,18,17,10,22,7,3,9,13,20,16,4,12,6,3HwZ3aSO
151,1,1,1,5,-999,3,4,4,-999,5,-999,3,-999,4,5,4,-999,2,-999,2,2,1,3,3,3,1,2,4,4,80,69,80,1,2,3,3,2,4,4,2,4,4,3,4,4,4,4,4,4,3,3,4,3,5,2,17,5,7,19,9,4,14,15,3,13,1,8,6,10,11,18,16,12,1,1,-999,31,3,NA,unemployed,-999,NA,lfZXtMVrTrNUmaXEsrea,3,19,5,10,15,8,11,16,12,18,14,13,22,7,2,9,1,20,21,4,17,6,RHqN8QGm
255,1,1,1,1,-999,1,2,4,-999,4,-999,2,-999,2,1,4,-999,2,-999,4,1,2,3,2,2,6,1,4,2,29,39,70,3,1,2,1,3,1,3,1,3,5,1,2,4,3,1,3,1,5,1,3,2,5,7,1,19,12,17,5,14,13,2,15,6,8,9,3,16,4,11,18,10,1,1,-999,26,2,NA,social media manager,-999,NA,ywktnIbrTrwIvuKFvHsP,22,20,5,15,13,8,21,12,14,18,16,2,17,7,3,9,1,19,11,4,10,6,zzU1ectZ
345,1,1,1,5,-999,2,4,3,-999,3,-999,3,-999,3,4,4,-999,2,-999,3,1,1,3,4,4,6,1,5,1,60,24,65,2,3,1,2,2,1,2,1,2,4,2,4,2,2,2,2,1,4,4,4,1,5,9,12,5,8,17,14,15,16,4,13,7,18,6,19,2,1,3,10,11,1,1,n/a,50,3,NA,Substitute teacher,n/a,NA,JsQsbBXrTrmeuGXdpNHN,14,18,5,15,17,8,16,12,22,20,1,11,10,7,3,9,2,19,21,4,13,6,7rvMjiCW
300,1,1,1,4,-999,2,2,5,-999,4,-999,3,-999,4,3,3,-999,2,-999,4,2,1,3,3,2,4,1,4,1,42,71,29,2,3,1,4,1,1,1,1,1,1,4,4,2,2,1,1,4,2,1,1,2,5,1,13,2,4,19,14,11,5,7,10,18,9,15,6,8,16,12,3,17,1,1,-999,36,3,NA,Freelancer,-999,NA,kqjbyYwrTrgfIyMtsRpo,12,20,5,13,16,8,17,14,21,19,22,2,1,7,11,9,3,18,10,4,15,6,JeMnPabT
389,1,1,1,4,-999,2,5,4,-999,4,-999,3,-999,4,4,4,-999,2,-999,5,1,2,3,2,3,1,1,5,1,50,50,50,1,2,3,1,2,1,2,1,2,3,2,5,4,4,1,3,3,4,5,5,3,5,1,14,9,13,10,2,11,4,17,18,19,15,12,6,3,16,8,5,7,1,1,-999,40,3,NA,Construction \ Artist,This was honestly underpaid for the amount of work involved.,NA,rjbqoTKrTrfgajJNqRHM,16,19,5,22,15,8,21,13,11,20,12,10,17,7,1,9,2,18,3,4,14,6,ts7nbQkN
421,1,1,1,3,-999,1,2,4,-999,4,-999,3,-999,4,5,4,-999,1,I express myself mentally but not in an inner voice form,5,1,1,3,2,2,2,1,4,2,24,72,50,2,3,1,4,1,1,1,1,2,2,4,2,2,1,1,1,4,4,4,1,1,5,14,16,11,10,9,19,12,18,15,13,5,4,7,6,1,2,3,17,8,1,1,-999,64,4,Electrical engineering,Forestry,-999,NA,MkDTRczrTryhKewgSauX,2,20,5,22,14,8,21,3,11,19,17,1,10,7,15,9,13,18,16,4,12,6,CPt18YMj
316,1,1,1,5,-999,4,3,3,-999,4,-999,3,-999,3,4,3,-999,2,-999,2,2,2,3,5,4,2,2,5,1,81,71,72,1,2,3,5,5,4,4,2,4,3,4,4,5,4,4,5,4,1,4,5,5,5,8,10,16,6,18,12,5,3,13,14,9,1,11,2,7,4,17,15,19,2,1,N/a,37,5,Fine Art,food server,"No comments, thank you!",NA,ZGfwhRTrTraLwQrUgCgH,14,20,5,21,11,8,15,17,10,18,12,22,2,7,1,9,16,19,3,4,13,6,Qy5J1Mxs
346,1,1,1,3,-999,3,3,1,I remember the idea.,3,-999,1,I remember the general point and the feelings I had associated with the ideas.,3,4,4,-999,1,I really do think in concepts rather than forming words in my head.,1,2,2,3,3,1,2,1,4,2,2,100,31,2,3,1,3,2,1,1,1,1,2,4,1,1,2,1,2,5,1,1,1,2,5,6,8,4,12,19,17,13,15,3,16,1,18,9,7,14,5,11,2,10,2,1,-999,34,4,Therapeutic Massage,shipping associate,-999,NA,LtUIlEirTrhdKLNNtQHj,10,18,5,11,1,8,16,17,21,20,2,13,3,7,15,9,14,19,22,4,12,6,vhsbIoXa
450,1,1,1,5,-999,3,5,3,-999,3,-999,3,-999,4,2,4,-999,2,-999,2,1,2,3,4,5,2,2,5,1,83,51,90,2,1,3,1,5,5,2,4,2,5,1,5,5,5,4,5,1,5,5,5,5,5,6,9,12,10,13,4,5,7,19,16,14,1,15,11,2,8,17,18,3,1,1,-999,33,3,NA,Sales Manager,Thank you for an interesting and enlightening survey.,NA,KtTzRWFrTrpqxVkyZFdq,12,19,5,16,13,8,22,10,14,18,15,21,17,7,3,9,2,20,1,4,11,6,m6nAacjH
1439,1,1,1,4,-999,1,3,3,-999,4,-999,4,-999,3,3,4,-999,2,-999,5,1,2,3,2,1,1,1,4,3,60,81,92,1,2,3,2,1,1,1,1,2,5,1,1,2,1,1,1,1,5,1,2,1,5,9,3,7,5,1,11,13,16,15,18,17,14,4,12,19,6,8,10,2,2,1,-999,64,3,NA,technician,"With all due respect this study was misrepresented in the time that was stated, it takes much longer than 40 minutes. It's not an easy study and I do not believe that you value your participants time by paying the rate that you have for a study that is this involved. Most of these types of cognitive studies pay a lot more. There are a lot of cognitive tests and a lot of blocks in those tests, at one point I thought that the study was broken and that the test wasn't going to end. Thank you for asking if I had any comments about the study, I appreciate being able to speak my mind about the study after I finished.",NA,mEjtZPFrTrJjzgypRGfE,14,19,5,17,12,8,1,16,10,18,22,11,13,7,3,9,2,20,15,4,21,6,LyXqRZhM
289,1,1,1,4,-999,2,5,4,-999,4,-999,3,-999,3,4,3,-999,2,-999,4,1,2,3,4,3,5,2,4,2,52,62,45,1,2,3,3,5,4,4,1,5,4,3,4,5,4,3,4,3,4,4,5,5,5,18,13,8,17,15,4,2,7,10,14,11,3,6,9,12,1,19,5,16,2,1,-999,40,5,Accounting,Sales lead,NA,NA,fGkKkAhrTrIvuNUMfEzy,15,18,5,2,21,8,22,1,16,20,11,12,17,7,3,9,13,19,14,4,10,6,sZLRQDIR
596,1,1,1,3,-999,4,4,3,-999,3,-999,2,-999,3,2,2,-999,1,I visualize what I am trying to do or plan and act accordingly.,2,2,2,3,2,2,3,4,4,2,27,9,38,3,2,1,4,2,1,2,1,4,2,4,1,2,4,1,1,5,2,1,4,4,5,14,8,13,10,11,7,1,6,4,15,19,2,5,9,16,17,18,12,3,1,1,-999,30,3,NA,Temporarily Unemployed,I found the word part of the study particularly difficult.,NA,uSkUypNrTrANASUkmfxR,2,19,5,11,21,8,1,17,22,18,12,15,10,7,14,9,3,20,13,4,16,6,Xa9ISMwC
329,1,1,1,5,-999,2,4,3,-999,3,-999,3,-999,3,5,4,-999,2,-999,5,1,2,3,5,3,2,4,2,4,40,23,71,1,2,3,5,2,2,1,1,4,2,4,5,4,4,2,5,5,1,1,5,5,5,7,13,15,14,8,16,19,18,11,1,3,12,4,10,6,17,5,2,9,1,1,N/A,54,5,international studies,chief of staff,"This was an interesting survey, thanks!",NA,NWIymuorTrpyxxmxTlnC,11,20,5,3,14,8,22,13,15,18,17,10,2,7,12,9,21,19,1,4,16,6,duTSHxzu
