Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
408,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Sometimes,A few times a month,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Neutral,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It's just for the viewer/reader's benefit,"No, never",Often,Often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Strongly agree,Disagree,61,33,14,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,11,3,14,16,1,2,7,18,15,10,4,13,8,9,12,5,17,19,6,Male,Yes,-999,19,"Some college, no degree",NA,student,-999,sona,oEOqXyvrTrdBHsfzYVCa,1,20,5,17,2,8,16,10,21,19,15,11,13,7,12,9,3,18,14,4,22,6,ozMU0TCL
386,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Sometimes,A few times a year,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic, but can't remember any of the specifics.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,"No, I don't think so",It's exactly like real life,"No, never",Sometimes,Never,"My inner experience in that situation doesn't have a specific ""format""",Disagree,Agree,Disagree,74,82,88,2,1,3,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,5,13,10,15,18,12,17,11,2,9,14,4,19,7,1,3,16,8,6,Female,Yes,-999,60,Bachelor's degree,electrical engineering,purchasing,none,NA,OETfVgrrTrjxiBfmhcfg,21,20,5,1,10,8,3,2,17,19,13,15,14,7,11,9,12,18,22,4,16,6,e3BB2RMg
654,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a year,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Strongly disagree,Strongly agree,Strongly disagree,60,41,22,1,2,3,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,13,14,17,12,1,5,3,11,19,4,18,10,9,6,16,2,7,15,8,Female,Yes,-999,41,Associate's degree,Computer Information Systems,Independent contractor,-999,NA,wIQvQtbrTrWhOsuvYXAl,15,18,5,21,2,8,17,1,3,20,22,13,11,7,10,9,12,19,16,4,14,6,0X9nY8Ym
210,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,Never,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic, but can't remember any of the specifics.",-999,I hear something but I can't describe it.,-999,Yes - somewhat,Not at all,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Never,Never,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,51,49,50,2,3,1,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,18,13,12,5,3,9,15,6,16,2,14,4,17,7,19,10,11,1,8,Male,Yes,-999,41,Bachelor's degree,cybersecurity,it support,vastly underpaid. this should have paid 10 dollars minimum,NA,tuvRngDrTrhcUSGEFzzn,22,20,5,11,21,8,10,17,14,18,16,2,12,7,13,9,1,19,15,4,3,6,5WF1GwNy
808,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"An even mix of verbal, visual, sensory, and emotional",Disagree,Strongly agree,Strongly disagree,51,11,83,1,2,3,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,4,3,14,19,10,6,15,11,1,9,12,8,17,2,13,18,16,7,5,Male,Yes,English is my first language,37,High school diploma,NA,C-17 Aircraft Mechanic,No further comments.,NA,TCdXyrQrTrQMEkSskexk,15,18,5,2,10,8,1,3,17,19,16,14,21,7,11,9,22,20,13,4,12,6,79p4hVcb
490,Got it. I promise to read the questions carefully.,TRUE,Three,Other,"I will get the attention of the person I am asking, and then take a second to actually form the question; I guess you could say I mostly want to be acknowledged as the speaker, then just wing it.",Rarely,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Like the question above about asking something in front of an audience.  I have the ""lightbulb"" where there is an idea, but I might not really know what it is when I raise my hand or whatever.  I just know the lightbulb is there.",Strongly disagree,"No, I don't think so",It's exactly like real life,"No, never",Very often,Very often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Agree,Strongly disagree,100,87,100,3,1,2,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,11,1,12,6,14,7,17,5,2,18,9,16,13,10,15,3,4,19,8,Male,Yes,"English is my first language, Spanish is my second",48,"Some college, no degree",NA,owner and general manager,Thanks for the opportunity.,NA,JkwCjkLrTrwgSBzcOKpb,21,19,5,2,13,8,15,11,10,20,1,3,16,7,14,9,17,18,12,4,22,6,gY67hxD2
187,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Strongly disagree,Disagree,66,73,57,1,3,2,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,15,18,17,7,5,12,16,6,1,19,11,9,14,10,13,8,4,3,2,Male,Yes,-999,43,Associate's degree,IT,dietary aid,-999,NA,RTALSofrTrwwerXibdXV,2,19,5,21,3,8,1,11,10,18,16,15,17,7,14,9,12,20,22,4,13,6,7rrmnKSW
263,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Disagree,Agree,Disagree,78,80,78,3,1,2,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,15,2,11,9,5,3,17,13,10,6,7,12,14,4,1,16,19,18,8,Female,Yes,-999,61,Associate's degree,Healthcare,healthcare,-999,NA,JZRQcLIrTrJqniPBSTlF,1,20,5,3,13,8,16,21,22,19,15,11,14,7,10,9,2,18,17,4,12,6,05Wo9IGy
236,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,"Yes, very",It's exactly like real life,"No, never",Very often,Sometimes,Primarily emotional,Agree,Agree,Disagree,75,60,52,2,1,3,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,1,9,8,16,5,2,7,10,12,17,11,13,15,6,19,4,18,3,14,Male,Yes,-999,47,"Some college, no degree",NA,Senior POS Technician (IT / Technical Support),Thanks for the HIT!  I did my best and hope the data is useful!,NA,vXQMvfjrTrRacrvqmVMt,14,20,5,11,2,8,15,17,1,19,3,22,12,7,21,9,10,18,13,4,16,6,qFEgGDhX
337,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"An even mix of verbal, visual, sensory, and emotional",Neither agree nor disagree,Strongly agree,Disagree,61,65,76,2,1,3,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,14,11,6,17,8,2,18,10,19,16,5,1,4,7,13,12,9,3,15,Female,Yes,-999,47,Bachelor's degree,Business,Advertising Sales Representative,-999,NA,RLtmhyXrTrhZHwrypSqP,1,18,5,3,17,8,10,12,14,20,22,13,11,7,15,9,21,19,16,4,2,6,2Ie4vXKm
668,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Often,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Strongly disagree,27,52,50,1,2,3,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,6,1,10,3,15,17,4,2,9,13,8,7,14,11,18,5,19,16,12,Female,Yes,-999,40,Bachelor's degree,Computer Science,Computer System Analyst,-999,NA,hpbJyBprTrgmzWknFXrj,12,18,5,1,22,8,17,15,16,19,21,11,14,7,13,9,10,20,2,4,3,6,0EwA9ugv
241,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Disagree,10,23,16,2,3,1,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 8,5,12,17,9,11,13,1,3,15,16,8,6,19,4,10,18,7,2,14,Female,Yes,-999,47,"Some college, no degree",NA,bookkeeper,-999,NA,GpOySafrTrLNjkoxMDFs,1,20,5,17,22,8,11,16,10,18,12,21,13,7,15,9,14,19,3,4,2,6,XxuTNyUr
203,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Never,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly agree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Never,"An even mix of verbal, visual, sensory, and emotional",Strongly disagree,Agree,Agree,33,28,52,1,3,2,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,9,14,3,15,16,11,18,4,2,17,6,7,5,8,19,13,12,1,10,Male,Yes,N/A,44,Bachelor's degree,Fine Arts,None of your business,-999,NA,jcUCXCyrTrwPVlXNodKK,10,18,5,2,12,8,13,1,3,19,14,21,22,7,15,9,11,20,17,4,16,6,mHkNNA58
695,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Sometimes,Never,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly agree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Never,Primarily emotional,Disagree,Agree,Strongly agree,92,100,90,1,2,3,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 6,10,4,15,8,5,17,3,14,11,6,2,19,1,18,9,13,16,7,12,Male,Yes,n/a,35,Bachelor's degree,Economics,Service,n/a,NA,MEqLiaIrTrLToyqbmEWj,11,20,5,22,13,8,10,14,1,19,17,12,21,7,15,9,16,18,2,4,3,6,wDmKNbjb
278,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Neutral,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Strongly disagree,20,84,51,3,2,1,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,19,18,10,7,12,8,9,17,15,11,6,5,4,1,3,16,13,14,2,Female,Yes,-999,23,Associate's degree,education,retail cashier,-999,NA,fFhXFckrTrxNsdbKpMXN,11,20,5,13,12,8,10,15,17,19,14,2,22,7,3,9,1,18,21,4,16,6,IGrNgFbi
365,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It's exactly like real life,"No, never",Sometimes,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Strongly agree,Strongly disagree,49,71,92,3,2,1,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,13,11,14,9,2,10,6,18,15,17,19,1,5,7,16,4,3,8,12,Female,Yes,-999,57,"Some college, no degree",NA,data entry,-999,NA,nalKgrorTrHMScJjQYes,17,18,5,11,10,8,15,22,14,20,2,21,3,7,1,9,16,19,13,4,12,6,hsk1bUWA
405,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a month,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","I see it as concepts sometimes - if it's a mechanical object, otherwise, mostly verbal.",Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Disagree,43,70,68,1,2,3,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,10,4,6,15,17,7,18,2,9,11,5,13,3,1,12,8,16,19,14,Male,Yes,n/a,57,"Some college, no degree",NA,unemployed in computer/digital electronics technology,no comments,NA,UUfzGmxrTrQsaECxQkDp,3,19,5,16,2,8,10,1,17,18,12,22,13,7,11,9,21,20,14,4,15,6,lAeE5wTL
623,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a month,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly different from regular thinking,I hear the words but I can't tell whose voice it is.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",thought pop into my head,Disagree,Maybe a little,It's exactly like real life,"No, never",Often,Rarely,"An even mix of verbal, visual, sensory, and emotional",Agree,Agree,Disagree,40,29,49,1,2,3,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,1,8,7,17,14,3,6,9,19,2,5,13,4,12,11,18,10,16,15,Female,Yes,-999,60,High school diploma,NA,Retired,-999,NA,LGZbUrGrTrfjdhOgLtQr,3,18,5,1,11,8,10,22,21,20,15,17,14,7,16,9,12,19,2,4,13,6,TFWelN7f
